Spam-Label,Document,value
0,Doc30,"This episode of Roanoke on the line is brought you by Green Tree looking to set up payments for your business Braintree gives your app or website a payment solution that except just about every payment method with one simple integration to learn more visit Braintree payments dot calm slash super training. Hello. Hi, John. Hi Merlin, how's it going? Good, how are you? Doing? Pretty good good having a coffee. Yeah, you know that seems like something to do we have our our teacher conference today and then I was getting nervous on teacher conference day. What do you think is what's hurting me nervous about. Well, you know how it is in life. You always kind of hope that things will go as well as you could dream and and you've you feel that it's as bad as you imagine and they always they almost always go really well. It's still you worry about the one where you going to like well, We all have some concerns about your call. No, we haven't gotten that when yet, but you know, he's dropped a little bit and hear the other ones. And yeah, I just see I'm always waiting, you know, cuz she's been she's a good kid. But yeah, I am always nervous cuz I feel like I'm on trial I feel defensive is the wrong word, but I feel a little defensive of my homework or her. Yeah, so now but you know, I think it'll probably go find if you had any of those experiences yet. Let's see. Yeah teacher conference went to a teacher conference. Skip the PTA meeting so far. Teacher comma you should really treat yourself to at least a few this. Oh, yeah. I know they're in my future but there was just one. That was like ohh a great one. Hey come to the PTA meeting tonight. If you want to order bottles of wine with your child's picture on them next train your wheel house because like lovely Gibbs. This is your last chance. This is let me know you drink. We're not going to send you another email. This is only the 8th is here comes the big 9 Delanie limited opportunities every week. And so I said, this is this is a PTA room organization. I'm going to I'll get involved not quite yet. I made that mistake when I was when we were in pre-k and I went in and said sure I'll join the Executive board. I told you this I'm sure when I get inside down at the first meeting. And they were running the meeting. Like full on Robert's Rules of Order now and just real quickly. If it without revealing too much was your Pre K of any particular? stripe methodology full of"
0,Doc31,"Hello. Hey John. Hi Merlin. How's it going? Super good for you. Sounds good. Yeah, thanks. I'm broadcasting live from Venice, California. You sound like you have good internet today. So that's good. You sound clear. You sound like you're in a lead role. Oh, well, you know what it is. I think I've got a little natural River but it's it's got a nice. It's got a nice crisp report to it. So of Chris report like this, I'll let you know how good it's like this Short Happy Life of Francis McCumber. That's that's you know, that's up the abortion one. That's like elephant. I maybe I'll try on this episode. Maybe I'll you know try to do something good you are about you're going to try on your end. So I out in both formats. I think if we could take that is a red right now right now, I'm always here. I like I'm I'm in the moment. Yeah, but yeah, yeah people don't like when they can hear me typing.I think my typing is gotten louder. Please come there be well. You know, I'm not using my Quickie keyboard. I'm using my 9 click the keyboard but a little bit of as if the inside baseball let you know I'm writing things down that you had it as a friend Oh you mean I don't know quick while I love you liked Ronica Lee. So now I'm even help in Hitler's you accepted bid calling but you know, I'm putting a show together while the shows having everything that happens on the show is on the show that I said that when I just typed you I said, there might be some electronical troubleshooting but you know that always makes for for great radio radio City, you're in Venice what what it's all cold here at my office is 53.9 degrees. That's insane will send it if I run a dehumidifier heated up a little bit, you know, it's the middle of winter. Why should it be cold and I live a veryPrimitive Modern Life so like my office without saying too much. I have a heater but it's kind of on the other side of the office if it doesn't really reach me. So it mostly really heats up the area right by the door. I'm not have you tried a space heater. I haven't III feel like they might be a dangerous cam interested, but I don't know that's one of the things I feel like I need to really read up on it cuz it reset AIDS in life where I worry about electricity what let me let me just save you a little bit of that reading up. Okay. Thank you. There's a kind of space heater, which is actively like a radiator like a like aLike a water radiator that you looks like a big accordion. Yeah, it looks like a big accordion and inside is some sort of the fluid X and I'm guessing you know some sort of way loyal."
0,Doc32,"This episode of water Honda line is brought you by Mac Weldon. Mac Walden is better than whatever you're wearing right now to find out why you going to visit Mac World and.com. These are very special promo code our OTL for 20% off your order Mac Weldon. Hello, Cumberland, man. How's it going? John Roderick? Design buddy over to call you Merlin main my main, you know, I don't get that one too much. Yeah, I was telling my daughter that you're one of very small handful of people who still call me Merle. So if she's heard that name like twice, however, she thinks it's really weird Merle been to the comic shop and talked to the guy the comic shop the he doesn't he's not technically the owner although he's kind of the owner, you know, it's Coop but you know, his name is Christian and and so he's a little bit younger than me, but he came up at a time where people go like a Sister Christian. So as soon as he discovered that Night Ranger was coming out with a song called history preemptive Lee. So people calling Chris the neck out of talking about the name sign if you knew that he knew that even then he knew to say I'd better get a better get ahead of this. Yeah. Yeah. I got in front of the skis on that which I think it's kind of Mark. Don't tell me and I'm saying yeah exactly. And so who called You Merle you my lady friend, sometimes generally refer to me by name. It doesn't come up very much. It's kind of a it's kind of like a familiar familiar familiar from illia truck from Elia and cheese for me. So big Leah the Negley Manoj. It's a little you know, it's a it's Adam it if it's like a I knew who killed in an elementary school named Clark and his mother called him Clark E. I think it's sweet. What is sweet but it's a but that's a tough name to put the put a little light on the end my car key and Mason after clicking talked to Dave Clark e i there was a girl in my high school name turkey turkey jerky. Like ch ch a our k i e turkey. That was her name or given name of the people who is named Sharkey? Oh, that's right. Sharkey just started a new service. We're a touring band can rent a van from him. That's a profitable business. Anyway Sharkey. Well, you remember Sharky's machines starting current rental. Yeah, I sure do Sharky's machines. So there's more than one person named Sharkey. I've never met another person named Sharkey. I still note Sharkey Truckee at the time in."
0,Doc33,"Hello. Hi, John. Hey, man, how's it going? Good. How are you going? I'm going. Vicki good. Alright. Yeah. Yeah, I feel free to do this on Thursday. Yeah, it's weird. Right? What do you normally do on Thursdays Thursday, usually my my admin day. Hope you do admin. We know people of jobs that he's a phrase. I'm working from home. Yeah. So Thursday me know, you know, we'll for a minute you sent me is masturbation, but it ended Thursdays my day when I usually take care of lots of little things that just kind of keep things running Duke do you to do you do that? I'm going to do take care of little things or is it just the day that you set aside to take care of little things and then get distracted. Well, you know how it is. It's an ongoing. It's like painting the Golden Gate Bridge, right? You're always paying the Golden Gate Bridge. You're never done paying the Golden Gate Bridge, you know about this like there's always like basically it takes a year the way it scheduled as and supposably it takes a year to pay at the Golden Gate Bridge and so busy, you know, you're just you're you're paying at your painting Parts your painting it do whatever not painting the Golden Gate Bridge doesn't always need some painting. I understand that and I love that. Yeah, it's like life has a boat ownership. So it could be stuff that as simple as can be just like day today stuff like a love make sure we're caught up on dishes and pans going to be a chicken panas to sit around for a day or two chicken brown chicken pants. Sometimes you just don't clean the chicken man. Alright, you know any mean Never clean the chicken pen, but then I don't generate chicken bands. We can recheck and pants or chicken family. We do a lot of things in pants and it didn't it to be stuck moving up the ladder you got into the equally boring stuff like make sure that there's toilet paper in the house and that it has been properly allocated to the bathroom where needed Floyd catching supplies. I hate to interrupt but no toilet paper is in that on some kind of Amazon Prime alert system. We're connected to your nest or something and when you when you get down and just also order yeah. Yeah. Yeah. I know that when we drop down to about 68 degrees this time for toilet paper. I know those things you can do but you got to be careful because Indian it was too many paper towels and then you got to put that somewhere a little bit of an art but I go through I go through all the pantries because this is super interesting but this is what I do on Thursdays I get through all the pantries to make sure we're running out of that soy milk drink, my daughter likes all the stuff all the stuff that nobody made it takes about I'll be running out of half-and-half I do. This thing anyway, I take care of those kinds of things and I try to fit in on a Thursday. I try to fit in some kind of a nice to have like I try to do a nice family thing pricing family thing on Thursday. And then Friday through has like go see a movie give her give you ever get a bag of Lynn flip balls just for the table."
0,Doc34,"Hello. Hi, John. Hi Merlin, how's it going? John so behind I fell three days ago. I got a pair of pants and the thrift store. and they were called Adriano or Adriano Goldsmith. name Adriano Goldsmith and I thought I thought that's a pretty cool name and you know, the pants were like $3 for something. So I was like, yeah, you know, that's cool. I'll get them. Okay upscale. Well, I'm so I did that thing. I was like I got to I got to figure out what I'd Rihanna Goldsmith is and and normally before I buy something like that I look it up right there. That's Mark and so thinking about you know, we're at the wrong thing. You don't want to get so you don't want to get something that looks can see that state fancy and you don't want to get something that is like I'm just going to wear these around the house in your company and your product I think is very few. Even costumes or was the concerned that I think you can name it whatever you want. If you cannot even you can see if I can see you don't answer. But yeah, it's actually right down. I don't want that seiji Adriano Goldsmith ink, but I So I had them in my arms at the thrift store and I was like, Adrianna Goldsmith at 300 Gold's means. Because I wanted to look it up but I was you know, I was like I'll do that in a second because I was halfway through searching for a wreck or something and then I went over to the thing and I want around the store and then I was thinking to do. Alright, I'd Rihanna and I looked at the pants again to remember the name on piano Goldsmith Audrey on Gold Street. And then for whatever reason something else that's of the person said something to me. Hey Bob, the pants having not looked up Audrey on Goldsmith. But as I was walking out of the store, I was like, alright, I want to look up but these are feel free box. You know, she's so I submitted dungarees. Yeah, they're like black socks jeans. Okay, so I looked at it. I looked at it again. I dream coach me tried, you know soon as I get to my truck. I'm going to sit there and look it up before I you know, all the trucks warming up somehow didn't do that. So when I got home and I was unloading the groceries and stuff and I & I get the little thrift store package and I'm like, right, right. Right, right and I look at the pants audreyanna gold sweet right as soon as I get in the house. I'm going to look."
0,Doc35,"This episode of Rockefeller line is brought you by Casper Casper's asleep brand that continues to revolutionize. It's line of products to create an exceptionally comfortable sleep experience one night at a time. You learn more about Casper right now by visiting Casper dot calm slash super train. Hi Merlin, how's it going? Everything straight? So great. Everything's fine. Remain calm. All is well. I got my Bacon number today your bacon number. This is boring stuff. But I've struggle I struggle with my computer machine. Ohh your computer have a computer here. Yeah, is that right? Yeah, but I I felt like I needed another one. So now I'm you've got my attention and so I was like, I've got the laptop. Which already has more computing power than all the computers that sent us to the Moon? And I'll never use it. I'll never use any of that competing power. I've always felt with the computers that I look at it and see you know, this world of potential that I'll never exploit. I'm just anxious using words star. But I got this laptop and I didn't want it just felt like it was a it was a special box that I have the special things in but I needed like a big box that I put other stuff at home and I wanted to be you know, like that one that I used to have that everybody laughed at me from 2005. I was a big box of stuff in it. So I was over at my friend Jason Finn drummer of the presents the United States of America's house. Anna get this this apple wasn't there when I said what are you doing with that? Okay, so, you know cleaning up getting out of here. He said I've got a laptop so I don't need that anymore and I was like Why don't you have to me and he said oh, okay before a steak dinner. Interesting searches in there doing nothing for him. It's just sitting there doing nothing. I'm he said it'll probably take one more upgrade. Like it'll probably it's not brand new. Right, but it's still useful for the for the big box that I need that I feel like it need table top box. So he said don't have a keyboard or anything. You're going to have to do that yourself. And you know, you tell me to buy those solar powered keyboard. So I went I went on to the online and I got one of those sent to me and I went downtown to the fancy cuz Jason."
0,Doc36,"This episode erotic on the line is brought you by Cards Against Humanity. They asked us not to read an ad. So hey, just enjoy the show. Hello. Hi, John. Marlon how's it going? fool good mini joys of the season to you BOCES enjoys to you too. Since he's enjoys joys of the season to you Overland man, Merlin and Merlin Got a beer that used to be there. I'm not sure if it is there must be Roderick must be Roderick cos ding ding ding ding ding ding what depressing time of year it's call and we have in our fears psychosomatic sniffles every morning just cuz it's something you feel doesn't mean that it is real living all the way do you fun with your family at Christmas time do you sing? Yes. Ohh, yes. Yes, we do rent it out. I might just trying to find out her sing some things but she's not A Christmas Carol singer. I don't think you get Christmas carols Jam down your goal it quite like we did as kid nothing. That's a bad thing. But I don't think I mean that she knows the tunes and she can like come along but like she's not like a Christmas carol person. My kid is in to him and you know, I can't explain it. I was thinking about this just yesterday. The same thing you're talking about, which is that Christmas was. Really really stepped up our noses in the seventies and eighties and I think it was like all it said like even at school even more especially at school, you know had a secular School even like Christmas. Was it for like a week? So you may things out of paper plates and you sang the songs and there was there was an a Winter concert. There is a Christmas show and you said Christmas and you liked it they always do you even even in secular school right a picture of the 1 star shining down on the manger link. It's a little baby and there's a letter that but you know what we're we're remembering a time when they were only 3 television station. And and yeah and they were like there was like the newspaper. I mean media was really was really constrained and he couldn't opt out so I but I was I was realizing this because I was looking at my kid then the day before Christmas and it was like"
0,Doc37,"This episode of erotic on the line is brought you by square space start building your website today at Square space.com. No credit card required and the offer code super train at checkout to get 10% off square space. Hello, John. Ohh hi. Merlin has gone good you sounded really used month on food. I don't know. This is a highlight of my week. Ohh, yeah, I know. It's just, you know, you know how it is. If you have some times a week. Well just sometimes the 16 months right just just unfold like like one of those looking to origami life. Yeah, like an advent calendar where every door is just a just a fuck you different kind of animal poop. Happy holidays to open up the 7th at Paul Williams with a big middle finger. Are you? Yeah. So yeah, you sound good. How about that election? Yes, I'm fine over here health care. It's been raining a lot. So on I'm on call this week 400 no jury duty in the food court. So what is it? What is that happened to you? I haven't been called for jury duty in 24 game Jerry crap. I never don't get called. I don't understand. I mean, I know I'm not good at calculating time and stuff. But like it feels like as soon as I'm eligible it it comes up and I usually get called to say about the last one and I dodge the bullet on the last 1 gig so but remind me, let's quick. I mean basically it was really weird because I've made it through to like Thursday if you make it past Wednesday, if usually like 1/8 or good and I need me and then I called the robotic side yard or a group well dear at Superior call our to 1 p.m. Thursday and like what who gets called at 1 p.m. On the Thursday. What why it why does your Robel calls on like James our Bania like that guy? I met him you'd be there next I took a photo together. So you met him in a hotel room in the hotel. Lobby Hotel didn't have televisions. There's no television. Oh my God. I'm so fucking mad about I take a photo and send it to my daughter. I'd like this is where the TV would be as is the normal hotel room. It was like it my cell you. Have you had a nice when they put you up in the Rain Man sweet, but I was down with the polls. Yeah. We gotta Max with no TV in my room you there instead there was just like there was a soap carving kit and like 5 key rated vinyl albums pictures of bird houses. Alright. Bye."
0,Doc38,"Hello. Hi, John. Hi Merlin, how's it going? Are you there? Yeah, are you there? You know. Happy Labor Day. 2 to beep beep beep beep did you do? Happy Labor Day to you. I've been the Labor Day. Yeah, have you been laid bring Lulu? I'm celebrating my doing 5 hours of Park yesterday. Oh, really? Yeah. Yes because of the great the great Labor Day podcast Ryan 1819 wind 9019. Yeah 19 white. Why even do we celebrate? What is Labor Day Johnson violent history? What is Labor Day the chain the chamber podcasting Factory door closed and there was terrible fire to the triangle triangle shirt size and all of a lot of podcast like a pretty bad gas in their pocket on the way out. Well, yeah and they were like, you know, we need to Ukiah Ford guards around the Podcast Fashion, so Yeah, man, you know, I'm not of course there was a time when my podcast the floor of the podcast Club fell although scratch with Leslie Italians John. I'm a credit alyam podcast or something. Yeah, they were doing you know, they were doing shows about skiing and fast cars, you know, the things that Italian American again just as of right this thinking about computers and like Lamborghinis. Yeah downhill skiing the three things that Italian American Club the mostly what are the three things I was going to say. Well I see how you can almond knowledge skiing is that Natalie John? It's all the times like it's like, it's Lawrence King. It's a blind Italians. Well, there are there as we both know a lot of blond Italians and I think every Italian at one point or another loves to ski, okay, I'll come in Lamborghinis. Have a great a great Italian car and computers Italians love computers. It's not just a stereotype. No, no, no. I mean, you know, everything all stereotypes can be this approved. Supposably when Mario Puzo was getting ready to do the Godfather. It said look you can do this. You can talk about the family, but you cannot portray Italian America's using computers cuz it trying to type right there would have been protest well because that's nothing a lot of the you can't do our Shores. My grandmother came from Russia. Everybody came to United States. And you knew this is the land where they they could record audio with the computer. I Want to Make a Better Way for their family. Well, man says right there on the foot of the of the Space Needle there in New York."
0,Doc39,"Hello. Hi, John. Hi Merlin, how's it going? So good. So good good half way through October. I made some mistakes last night. I got I went to the store and I bought some good food. That was just an excuse to buy some bad food, give yourself and cover then then I went to I went to I had a little bit of cake and then I decided that it wasn't so much cake that I couldn't also have a bowl of ice cream. And so then I did that and then right before I went to bed. I opened a bag of Fritos and then I actually took the Fritos to bed with me and they one night stay Fritos in bed. This is this is part of single life. You don't have to a single life. Yeah 8 Fritos in bed until I don't like literally couldn't need anymore Fritos. You finished me back. No. No, I got running half way through but I but that might be no. I went to sleep like it really feeling like I got I got some work done. So serious corn Yeah, a lot of corn to a lot of Courtney on top of ice cream on top of his fairness. I mean, well, actually I guess it's mitigate against you a little bit but you know my experience Fritos pack pretty tight and do a bag. It's not like that trade of a bag of potato chips. Yeah, exactly. You know, I don't know it's you get a lot of Fritos if you'd have a bag of Fritos in the middle of the night, but I'm feeling good today. I'm feeling strong. I'm feeling rate. Thank you. Yeah, I'm back. I'm back back from being sick and Feeling strong. Yeah, I had last night. I had a quarter of an apple pie and a small bowl of ice cream with us order of an apple pie. Yes. We have a local vendor that sells half rustic apple pie to get half a rustic apple pie comes in half sized UCCU shut some straightening up on a whole pie. You're not a monster price 1/2 Pi. So so Saturday night I have court and then Sunday night. I had a quarter of 5 now, there's no what's the 100 rustic? I don't know Rusty Claire's mastic mean that you said a lot on TV food shows. It's wet, it's Hardy. It's simple ingredients. Gob is that you'll be I think so. This is pretty open pretty good. I heated it on Saturday, but I just did a cold out of the plastic like a month last night, you know. what rustic is I bet it means but"
0,Doc40,"Hello. Hi, John, Harlan. How's it going? Good good. How's your Jackhammer? Ohh, it's about Jack hammering recently. It was yeah, I had a I had a hell Jackhammer this morning, but there's not that much payment out here by my house. So it doesn't take that. It's not like somebody on a New York City street where the Jackhammer just going all day, cuz I got so much Peyton. Yeah here it's mostly you know, supposedly dirt. You just have to jack hammer out a little corner or something where they do when they got to pick up the Lord only knows I mean, it's not like the city really cares or doesn't a maintenance on this neighborhood. So it must be something really serious. Maybe they found some pirate gold. I had it I had a doughnut though. Really. Yeah, I got a chance. Well, I had a child a chuckle chuckle all the way through or frosted glass. I don't like donuts. I like cake Donuts old-fashioned cake Donuts cake Donuts. The only kind of like I'll be home Slagle. I like my daughter and I both like the glaze with the frosting on top. I also like you got to be careful and good luck a donut. So I'll be in the booker on this one. If you don't know where you say you say you want to blaze chocolate glazed and I'll give you another one that I like which is a very cakey all chocolate donuts was real juicy sugar coating on it. I know that one. I know that one there have to just do not know for sure for sure. It's a good a stone. It's a good doughnut. I'm try again. Well, typically, you know, somebody else feel like I'm going to bring some donuts and I said, you know, make sure you get lots of cake Donuts. And they're like, ohh, yeah sure or whatever. They gave me some donut dude, that is on the news. So dismissal. I may give them they bring Blake would say let's say to get a dozen donuts and it's got to cake Donuts. Well, that's fine. Right that's fine. But then they open the box and then they eat the big one and then it's like okay now there's one cake doughnut then that's that's that's intolerable. And then there's the news don't know better going into this if they're going to take 1322 is 1 and 1 is 9 if you take one of the two remaining donuts and it's really none left. Yeah. That's right one board does the work of 1.2 boys do the work over half a boy and three boys do the work of no boy at all and it's so good. I did not know that it's like that was horses. I learned from the VIN Bandit horses horses many horses worth more than the some of the horses greatly the New Orleans or more than two horses horses. It's a it's a horse consult and the horses are more than the some of their Horse Park. Interesting, how many oh, so if you have 10 horses, what is that? Like, I don't know. I'm not going to be going out but I think I think something happens maybe the for Jim pond. It's like a boat Ron. It's a for a horse. My horses are very very interested majestic creatures that okay. So, you know, I think we stipulated a long time ago. You you had a real good be that that has entered the Lord."
0,Doc41,"Hello. Hi, John. Hi Merlin, how's it going? Good. Happy Monday. Happy Monday. Not really. No, no, no, no don't have big time. I kicked off an Arab. And so then when I didn't understand why they were popular, yeah for me to that whole movement. In fact, I'm just I was in Spain in 1989 going to do that. Yeah, it'd be a nice time. I still happened I was and I still didn't understand I was like boy, if you can't understand you can't understand it from that perspective. I don't get where you're going to understand it from but I guess you had to be in Manchester. Yeah, I mean, I guess you wouldn't have over 8 Advance like a waste this without over 8 Advance like I think Mondays hello in this I feel like I feel like I'm being gas lit. Here's the thing about you guys. Here's the thing about you gay. Okay. Yeah count no wages issue case pad now. Here's the thing about you. Think about you guys. I don't know what to counters. She is mad because I get the words you gave I get the feeling she case. I partly I live shoe game. Days of my shoes all the time and the idea of their a lot there some iconic images of British pop stars in track suits with the zippers it all the way up staring at their shoes playing the guitar and he can't see their face cuz they're Shaggy here. Yeah, there are some of the great images rock and roll but then you listen to the music and it just doesn't line up. It doesn't make me one of the guys in my shoes, but you like Guy MTV. I like them a lot. He seen him lately. Yeah, you got to look if you get here. So he likes old. I saw him was he play Mustang know? Well, that's Master something Jazzmaster. And and the other one that Jaguar are the ones like yeah. Yeah. Anyway, watch the video probably is sponsored by Fender of him talking about his guitars his foot. But wow, you look puppy. Laurie's got hold while I had it I had this experience yesterday was a not Kevin Barnes getting Barnes is a guy from of Montreal. He's Kevin Murphy's Shields Kevin. She has a she has investigate you sent in TV Kevin Murphy vets a guy that I don't get either. Let's Kevin Murphy that if they open Murphy is the LCD Soundsystem how we know now. Alright. I don't understand how they fit this here at the haircare product. I don't know Kevin Murphy."
0,Doc42,"Hello. Hi, John. I'm Merlin. How's it going? John Roderick Papa John John John John home, but don't know you're way ahead of me. Yeah. Hey Donovan coming down - 7th and your face. Ohh, yeah, like I said more than a did you see niggas? You to stop this Scott Jim. How how well, you did with beans? Yeah, people don't people don't give you enough credit for your singing voice. Thank you. I have a very problematic voice also. Well, I'm glad you asked I my voice I've got a weird like whenever cord and stuff. It's really it's kind of sharp. But like III know in my head what Kia song is it? This is the new market upon by people. The one I do sing a song with my terrible voice. It sounds like a broken soprano saxophone which it does cuz I got sinus issues. It's not funny at the health condition does not know I I usually know what Kia thing isn't used to My Guitar by knowing in my head. What what songs I look like you just find them are just out of the yeah, like if I could okay, so I'm going to try to send out this is right and bomb bomb bomb bomb bomb bomb bomb bomb. I'm going to say Bye Mom is Addie bump bump our let's check it out. So fucking Brantley energy and used to be I got a lot of health problems John. I don't have the I don't have the ears in the knows that I used to but thank you for saying that I listened to a lot of Smith this weekend. Did you really I did I watched a bunch of documentaries and now I've been listen to this mess, but it's in our friend. This is Andy. What is he said? He always seems II. Oh, yeah, he sings II can't on here that you know Johnny Mar just play here in Seattle and I missed him with it cuz I don't I don't think it is better was there all the cover I saw on YouTube? I didn't he did there's a light to never this out together. Oh isn't that said she came here to Seattle and put that any better showed up. But the Eddie Vedder Johnny Moore one of my all time favorite Smith songs and rolling stone 20 hours."
0,Doc43,"Hello. Hi, John. I'm alert. How's it going? Good. Yeah, I made some I made some Dunning coffee today. I'll tell me about it. Well coffee around here. It's been kind of kind of not that good lately. I've just been sort of just found it in the immediate as much public speaking appearances. I haven't dad and I wish I just mean you haven't get in gift bags with free coffee and alright. Yeah, but lately I've gone ahead and just bought coffee. It's a little yeah, I know it's a bit to her but I thought but but I haven't just been you know, like I use a coffee pot. I don't there's nothing fancy about me. I'm not I don't think I'm better than you, but I'm just not even been using the coffee pot very Very well. I've just been sort of porn some coffee. And and you have a Mister Coffee style drip coffee maker. How much can you make me make coffee? I always make an entire pot is that out of convenience for knowing the measurements or is that like an aspiration of pot? I figure well, it's it's partly may call the bacon. Yeah, we got to write an ebook at some point. Okay. Thanks. Big guy good man. I'll let me call the bacon make all the column in Excel mistaken. I'll save these two strips for that day. That's definitely coming in the next day or two, or I want to make exactly two strips of bacon or like sometimes people will stay over at the house and I'll come downstairs in the morning and they will have made enough coffee for us both. I'm like what you don't know what's going to happen the rest of this day wanted to Target out exactly what the fuck enough coffee H&H another version of packing a small bag, which will definitely be in re-book or like, you know for me. I know you're fan and noodles you you know, you got me I used to be one of rednecks take I would have to make rice. I still sometimes make rice. You got me in general but one day I said, hey, we're making steaks really gay sticks and I made steaks and I serve the steaks with some problems and wild rice. He said no noodles, and I said another time no noodles and but you know, I see you in the new place. You have noodles with steak. I got to tell you I have come around Agnew with big at the light bill fatter. The egg noodles. Why do the egg noodles a better the stake? It's alright. I I get them when I get them why but here's the thing something. I still think Casino. I got kids sheets a lot of pasta products and I'll I'll go get to put some noodles in there. Here's the amount of noodles to make that you got a bag of regular Grocery Store bag of noodles. You either make hardly any or all of"
0,Doc44,"This episode of Roderick on the line is brought you by Braintree looking to set up payments for your business Braintree give your app or website a payment solution that except just about every payment method with one simple integration to learn more visit Braintree payments dot calm slash super train. Hello. Hey John. Hi Merlin, how's it going? Good. you sound very I can do some dude. Yeah. Yeah, I got it in the way down. I think I kind of have a public radio, Texas Kush. Yeah, I can do it. I tried turn my volume down to my too low. No, good. Okay, I worry about over traffic. Because I like to keep a certain tone but the show and I don't really have skills with the microphone. Hi, sweetie. What is the tone you like Jeep for the show? I like to stay in the moment. That's my cell or I'm here. I'm here for whatever comes along. I know whatever happens what you're up to. The moment is Right sound really quiet you do, you know where I am worried about over driving? Always felt like you know because you drive the boat because you're the sub Commander. You always can set the level. However, you like. Yeah, that's true fixed as they say to them post for all I know. You've been putting some human putting some word filter on me all these years. Alright, well, I guess you fell on me. You could have been fucking with me this entire time. No. No, I make sure you always sound very dignified. So you have a dignified performance and then I try to keep your I don't set up the snorts or anything cuz I think that's part of the show. You said a mouthful snort snort snort show. That's our motto my curses. I do listen to the show. And so I hear when I say things wrong I hear when I accidentally refer to Ghostbusters as Back to the Future and then I realize that's on the record forever. Yes, I was worried about the permanent record boy. I'd have another thing that woke me up in the middle of the night. Yeah last night. I had a dream. Where I was, you know, I was being chased running chasing dream and I hit inside the torpedo tube. Of a submarine. I was in a submarine."
0,Doc45,"Hello. Hi, John. Hi Merlin, how's it going? well I'm proud to be an American. I don't know where we're at least I know I'm free. I like that song and I'm proud to live in the land. I love and that gave his life for me was that I guess I don't have all the lyrics that's pretty good song. Yeah, Heather came Under Fire a lot. I'm trying to you know, get away from the what the Jeanette criticism or whatever how it got use but I like the I like the tune the tone the tune the tone I still got a lot of craziness but I feel like it came under Fire just like just like the man who composed what I'm trying to say is the like the I mean if this is the famous line from the song but it is a reason we sing that line and it's because it's really catchy. It's not what you expect in a chorus took you. Okay and what it does is I I'm I'm trying to I mean I have the phone I don't have a guitar, but I feel like it starts on the one cord. When you ask you if you did have a guitar right now, would you be capable of playing it I have it but it needs to be re strong. No. No, I don't mean to would you be capable playing the guitar, but would you be able to play I'm proud to be an American. Is that a song? It's in your repertoire now. But you know how it is when you do enough Flight Plan. Well, we've talked and LeSabre playing along with records and how you get a feel in your hands for like wins the 4 and 1. It's the 5 your bed feeling your hands if you'd like, you know what I mean? Alright, that's like the feeling the victory Lee Greenwood in the morning. Thank you. What else I thought I feel like I feel like it's probably like a pretty much like a 1 and 4 kind of Cayden for most of it. It's not it's not super interesting but the arrangements and effect. It is starts on that again. I'm proud to be an American. It's it's just a it's a very catchy. It's catching tone. So those catch you tell you know, but that's how I am. I'm that's I'm that I'm proud. Oh, that's nice. Yeah. Yeah. I think I am too drugged. Yeah. Well, let's start off this Joe it's American Pride get the did you get to get to the crime group? What are you coming up on 4 minutes after the hour. We're going to talk about pride pride pride. Is that the front topic it is, you know, it's one of the seven deadly sins. Is that right? Yeah Pride go with before fall. Huh? Ohh actually technically, I think it's probably go with the for Destruction and a hottie spirit before I fall the rug. Yeah. I think it's Romans."
0,Doc46,"Hello. Yeah, John. How's it going? Really good that new Skype sound really bugging me though. You have the new Skype then the new tenants got this weird. Like there's a break in the loop. You think that the loop would be you know, like facing the allergy at seems like basic computer Mass. I got a loop just let Luke don't you got them? I don't even know what it is. Yeah, I don't know why but I somehow still have old Skype lucky guy 7.59 and I'll let her get out your way hate it. I hate them all but this one's worse. So it's better than what the future will eventually give me. I don't know how you did that. I don't know how you kept 7.9 cuz it doesn't automatically right, you know, they force me into 8.12 dot o dot too many too many. So now up in the corner of my computer it says upgrade to Mac OS hi Sierra. Well, no, don't do that. And I'm like, who where did you come from? I don't like you go away. Okay, so you get two thing in the upper, right? It says upgrade to a newer option 3 to know what your options are well, too. Joy the latest Technologies and where the two buttons though details and oh shit. I just click details and we serve okay, it's Mary says details and install install for his every other notification on the Mac, you know, normally when you get one of you probably know this you can grab it grab like the left side of it and switch it off to the right side of your screen and it goes away without having to click on it. That's one of her very very rare notifications that you took for it to go away you have to interact with it. Well, so I clicked details in it and it went away. This is didn't didn't offer me any details and take you to a page with like I got their stuff and it didn't listen just benefits between so let's so so I clicked a bunch of you know, I went on to the inter webs and I said why should and then it autofill to I upgrade to hi Sierra who should be the outer of them. I see that I get why should Oh shit my calling be free. So why should we keep the Electoral College? Which one? How are you? What should I worry? Are you the rest of yours? Let's see. Alright. why should"
